molecule_chembl_id,canonical_smiles,standard_value
CHEMBL51166,N=C(N)NS(=O)(=O)c1cccc(C(=O)O)c1,1500.0
CHEMBL51173,N=C(N)c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1,690.0
CHEMBL301811,Cc1ccc(S(=O)(=O)NC(=O)NCCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1390.0
CHEMBL51103,COc1ccc(S(=O)(=O)N=C(N)N)cc1,1320.0
CHEMBL51181,COC(=N)NS(=O)(=O)c1ccc(N)cc1,1580.0
CHEMBL432326,N=C(N)NNS(=O)(=O)c1cccc(N)c1,1400.0
CHEMBL52968,COC(=N)NS(=O)(=O)CC12CCC(CC1=O)C2(C)C,1075.0
CHEMBL300708,N=C(N)NNS(=O)(=O)c1cc(Cl)cc(Cl)c1O,1100.0
CHEMBL51971,N=C(N)NS(=O)(=O)c1ccc(C(=N)N)cc1,450.0
CHEMBL338802,N=C(N)NS(=O)(=O)c1ccc(N)cc1,1350.0
CHEMBL416115,COC(=N)NS(=O)(=O)c1ccc(C)cc1,2150.0
CHEMBL53303,COC(=N)NS(=O)(=O)c1ccccc1C(=O)O,1550.0
CHEMBL300407,CN(C)c1cccc2c(S(=O)(=O)N=C(N)N)cccc12,1150.0
CHEMBL53521,COC(=N)NS(=O)(=O)c1ccc(Br)cc1,1370.0
CHEMBL300666,COC(=N)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1435.0
CHEMBL54299,N=C(N)NNS(=O)(=O)c1ccc(F)cc1,1025.0
CHEMBL50889,COc1ccc(S(=O)(=O)NN=C(N)N)cc1,1275.0
CHEMBL298661,Cc1ccc(S(=O)(=O)NC(=O)N2CCC[C@H]2C(=O)NCC(=O)Nc2ccc(S(=O)(=O)NN=C(N)N)cc2)cc1,1560.0
CHEMBL51102,COc1ccc(S(=O)(=O)N=C(N)N)cc1N,1080.0
CHEMBL300298,Cc1ccc(S(=O)(=O)NC(=O)N2CCCC2C(=O)Nc2ccc(S(=O)(=O)N=C(N)N)cc2)cc1,1445.0
CHEMBL51997,COC(=N)NS(=O)(=O)c1ccc(Cl)cc1,1325.0
CHEMBL53812,N=C(N)NS(=O)(=O)c1ccc(I)cc1,1350.0
CHEMBL299076,Cc1cc(C)c(S(=O)(=O)N=C(N)N)c(C)c1,1450.0
CHEMBL53576,N=C(N)NS(=O)(=O)c1ccc(NC(=O)C2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,1360.0
CHEMBL53243,COC(=N)NS(=O)(=O)c1cccs1,1350.0
CHEMBL50689,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1420.0
CHEMBL52641,N=C(N)NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,1420.0
CHEMBL53464,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@@H](Cc2ccccc2)NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1320.0
CHEMBL50296,COC(=N)NS(=O)(=O)c1ccc(NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1550.0
CHEMBL54250,N=C(N)NNS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,1350.0
CHEMBL149393,Cc1ccc(NC(=O)c2cc(C)ccc2NC(=O)c2sc3ccccc3c2Cl)cc1,5000.0
CHEMBL149718,Cc1ccc(NC(=O)c2sc3ccccc3c2O)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL357709,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(O)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL146207,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Cl)cn2)c1,5000.0
CHEMBL146641,Cc1ccc(C(=O)Nc2ccc(Cl)cc2)c(NC(=O)c2sc3ccccc3c2Cl)c1,5000.0
CHEMBL347122,Cc1ccc(NC(=O)c2cccnc2C)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL147573,CCOC(=O)COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL149787,O=C(Nc1ccc(Cl)cc1)c1ccc(F)cc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL359286,CCOc1ccc(NC(=O)c2cc(C)ccc2NC(=O)c2sc3ccccc3c2Cl)cc1,5000.0
CHEMBL358135,Cc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL359371,Cc1cccc(NC(=O)c2sc3ccccc3c2Cl)c1C(=O)Nc1ccc(Cl)cc1,5000.0
CHEMBL358610,Cc1ccc(NC(=O)c2ccc3ccccc3c2)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL50024,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(F)cc2)c1,5000.0
CHEMBL148917,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(C#N)cc2)c1,5000.0
CHEMBL149421,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL53011,COc1ccc(NC(=O)c2cc(C)ccc2NC(=O)c2sc3ccccc3c2Cl)cc1,5000.0
CHEMBL146149,O=C(Nc1ccc(Cl)cc1)c1cccc(O)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL146184,O=C(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL149875,Cc1ccc(NC(=O)c2sccc2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL342551,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2cccc(Cl)c2)c1,5000.0
CHEMBL146079,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL358275,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccccc2)c1,5000.0
CHEMBL146160,O=C(Nc1cccc(Cl)c1C(=O)Nc1ccc(Cl)cc1)c1sc2ccccc2c1Cl,5000.0
CHEMBL147645,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Br)cc2)c1,5000.0
CHEMBL356132,COc1ccc(COc2ccc(NC(=O)c3sc4ccccc4c3Cl)c(C(=O)Nc3ccc(Cl)cc3)c2)cc1,5000.0
CHEMBL357971,COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL149657,O=C(Nc1ccc(Cl)cc1)c1ccc(C(F)(F)F)cc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL148587,COC(=O)c1ccc(NC(=O)c2cc(C)ccc2NC(=O)c2sc3ccccc3c2Cl)cc1,5000.0
CHEMBL342733,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2cccnc2)c1,5000.0
CHEMBL148791,COc1ccsc1C(=O)Nc1ccc(C)cc1C(=O)Nc1ccc(Cl)cc1,5000.0
CHEMBL54237,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL147982,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccccn2)c1,5000.0
CHEMBL148458,COc1c(Br)csc1C(=O)Nc1ccc(C)cc1C(=O)Nc1ccc(Cl)cc1,5000.0
CHEMBL146125,CSc1ncc(Cl)c(C(=O)Nc2ccc(C)cc2C(=O)Nc2ccc(Cl)cc2)n1,5000.0
CHEMBL148687,Cc1cc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Cl)cc2)cc1Cl,5000.0
CHEMBL146592,Cc1ccc(NC(=O)c2sc(C)nc2C)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL347983,Cc1ccc(NC(=O)c2ccccc2Br)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL342806,O=C(Nc1ccc(Cl)cc1)c1cccc(Cl)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL148036,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(CN)cc2)c1,5000.0
CHEMBL345940,Nc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL422134,CN1CCN(c2ccc(NC(=O)c3sc4ccccc4c3Cl)c(C(=O)Nc3ccc(Cl)cc3)c2)CC1,5000.0
CHEMBL342964,O=C(Nc1ccc(Cl)cc1)c1cc(N2CCCC2)ccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL422844,Cc1ccc(NC(=O)c2scc(S(C)(=O)=O)c2Cl)c(C(=O)Nc2ccc(Cl)cc2)c1,5000.0
CHEMBL145870,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1,5000.0
CHEMBL147518,Cc1ccc(NC(=O)c2sc3ccccc3c2C)c(C(=O)Nc2ccc(F)cc2)c1,5000.0
CHEMBL146511,Cc1ccc(NC(=O)c2sccc2Cl)c(C(=O)Nc2ccc(F)cc2)c1,5000.0
CHEMBL150216,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(C(=O)O)cc2)c1,5000.0
CHEMBL149764,COc1c(C(=O)Nc2ccc(C)cc2C(=O)Nc2ccc(Cl)cc2)sc2ccccc12,5000.0
CHEMBL359219,O=C(Nc1cccc(F)c1C(=O)Nc1ccc(Cl)cc1)c1sc2ccccc2c1Cl,5000.0
CHEMBL149756,O=C(Nc1ccc(Cl)cc1)c1cc(F)ccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL146609,O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL345769,Cc1ccc(NC(=O)c2cc3ccccc3s2)c(C(=O)Nc2ccc(F)cc2)c1,5000.0
CHEMBL149006,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccc(N)cc2)c1,5000.0
CHEMBL150063,O=C(Nc1ccc(Cl)cc1)c1ccccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL146365,O=C(Nc1ccc(Cl)cc1)c1cc(O)ccc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL54119,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2ccccc2Cl)c1,5000.0
CHEMBL342988,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)c(C(=O)Nc2nccs2)c1,5000.0
CHEMBL356112,Cc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cc2)c1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL145839,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)c(F)cc1NC(=O)c1sc2ccccc2c1Cl,5000.0
CHEMBL295450,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)CCCC5CCNCC5)CC4)CCC3)CC2)cc1,37400.0
CHEMBL43938,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCC(CNC(=O)c5ccc(C(=N)N)cc5)CC4)CCC3)CC2)cc1,4670.0
CHEMBL297408,N=C(N)N1CCC(CNC(=O)CNC(=O)OCc2ccc(COC(=O)NCC(=O)NCC3CCN(C(=N)N)CC3)cc2)CC1,466000.0
CHEMBL40491,N=C(N)c1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,47200.0
CHEMBL42364,COC(=O)NC(=N)c1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,554000.0
CHEMBL42899,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,38800.0
CHEMBL295007,N=C(N)c1ccc(NC(=O)CC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,21100.0
CHEMBL42898,N=C(N)c1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)CCCC5CCNCC5)CC4)CCC3)CC2)cc1,52100.0
CHEMBL38054,N=C(N)c1ccc(CC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,63100.0
CHEMBL42037,N=C(N)c1ccc(S(=O)(=O)NCC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCCC5CCNCC5)CC4)CCC3)CC2)cc1,16800.0
CHEMBL289918,NCC1CCN(C(=O)NCCCCNC(=O)OCc2ccc(COC(=O)NCCCCNC(=O)N3CCC(CN)CC3)cc2)CC1,1000000.0
CHEMBL297220,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)OCc3ccc(COC(=O)N4CCC(CNC(=O)c5ccc(C(=N)N)cc5)CC4)cc3)CC2)cc1,4400.0
CHEMBL406192,N=C(N)N1CCC(CCNC(=O)CNC(=O)OCc2ccc(COC(=O)NCC(=O)NCCC3CCN(C(=N)N)CC3)cc2)CC1,1000000.0
CHEMBL298256,N=C(N)c1ccc(CNC(=O)N2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCN(C(=O)NCc5ccc(C(=N)N)cc5)CC4)CCC3)CC2)cc1,25000.0
CHEMBL420540,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)s1,0.3
CHEMBL296733,NCC1CCN(C(=O)NCC2CCN(C(=O)OCc3ccc(COC(=O)N4CCC(CNC(=O)N5CCC(CN)CC5)CC4)cc3)CC2)CC1,515000.0
CHEMBL140719,CCOc1ccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)cc1,2800.0
CHEMBL138610,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,5300.0
CHEMBL341970,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)c(OC)c2)cc1,2500.0
CHEMBL341808,CCOc1ccccc1-c1ccc(C(=O)NC(/C=C/c2ccccc2)C(Cc2cccc(C(=N)N)c2)C(=O)OC)cc1,1800.0
CHEMBL138258,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2OC)cc1,1800.0
CHEMBL422819,COCC(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,10000.0
CHEMBL344831,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(C)cc2)cc1,2800.0
CHEMBL139084,CCc1ccccc1-c1ccc(C(=O)NC(/C=C/c2ccccc2)C(Cc2cccc(C(=N)N)c2)C(=O)OC)cc1,2500.0
CHEMBL138299,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2C)cc1,3100.0
CHEMBL342831,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)cc2)cc1,2900.0
CHEMBL137858,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccc(OC)cc2OC)cc1,2900.0
CHEMBL343568,N=C(N)c1cccc(CCC(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,6600.0
CHEMBL139561,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2cccc(OC)c2)cc1,2200.0
CHEMBL341997,COC(=O)C(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2cccc(C)c2)cc1,2700.0
CHEMBL139810,CCOc1cccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)c1,3600.0
CHEMBL342211,CCc1cccc(-c2ccc(C(=O)NC(/C=C/c3ccccc3)C(Cc3cccc(C(=N)N)c3)C(=O)OC)cc2)c1,2600.0
CHEMBL140093,N=C(N)c1cccc(CC(C(=O)O)C(/C=C/c2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)c1,22000.0
CHEMBL138217,CC(=O)OCC(Cc1cccc(C(=N)N)c1)C(/C=C/c1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1,1400.0
CHEMBL7962,CN(C(=O)[C@H](Cc1ccc(C(=N)NN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,3290.0
CHEMBL341885,O=C(CCCCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,12000.0
CHEMBL344560,O=C(CCNC(=O)OCc1ccccc1)OCN1C(=O)c2ccccc2S1(=O)=O,33000.0
CHEMBL48361,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,50.3
CHEMBL352178,N=C(N)N1CCC(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccccc3)C2=O)CC1,1678.0
CHEMBL163035,COc1ccc(S(=O)(=O)N[C@H]2CCCCN(CC(=O)CC3CCN(C(=N)N)CC3)C2=O)cc1OC,1678.0
CHEMBL165665,COc1ccc(OC)c(S(=O)(=O)N[C@H]2CCCCN(CC(=O)Cc3ccc(C(=N)N)cc3)C2=O)c1,35.2
CHEMBL239127,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N2,0.1
CHEMBL162216,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccccc3)C2=O)cc1,8.3
CHEMBL351256,N=C(N)c1ccc(CC(=O)CN2C(=O)[C@@H](NS(=O)(=O)c3ccc4c(c3)CCO4)CCc3ccccc32)cc1,19.5
CHEMBL350955,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)cc1,84.6
CHEMBL164180,N[C@H]1CC[C@H](CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)CC1,1678.0
CHEMBL351616,COc1ccc(S(=O)(=O)N[C@H]2CCCCN(CC(=O)Cc3ccc(C(=N)N)cc3)C2=O)cc1OC,11.6
CHEMBL164910,N/C(=N\O)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)cc1,80.5
CHEMBL162289,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)c(F)c1,7.6
CHEMBL1161500,N=C(N)NCCC[C@H](NC(=O)CN1CCCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O)C(=O)O,18.0
CHEMBL355378,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4ccccc4c3)C2=O)cc1,12.3
CHEMBL351941,Cc1nc(N)ccc1CC(=O)CN1CCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O,1678.0
CHEMBL162452,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)s1,5.9
CHEMBL424172,Cc1nc(N)ccc1CC(=O)CN1CCCC[C@H](NS(=O)(=O)c2ccc3c(c2)CCO3)C1=O,1678.0
CHEMBL1161499,COC(=O)c1ccccc1CS(=O)(=O)N[C@H]1CCCCN(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C1=O,16.0
CHEMBL331243,CCCC[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)(C)C)C(=O)C(N)=O,200000.0
CHEMBL349172,N=C(N)N1CCC(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)CC1,872.5
CHEMBL354456,N=C(N)c1ccc(CC(=O)CN2CCCC[C@H](NS(=O)(=O)c3ccc4c(c3)CCO4)C2=O)cc1,3.2
CHEMBL350262,Cc1nc(N)ccc1CC(=O)CN1CCCC[C@H](NS(=O)(=O)Cc2ccccc2)C1=O,1678.0
CHEMBL163312,N=C(N)N1CCC(CC(=O)[C@@H]2Cc3cccc4c3N2C(=O)[C@@H](NS(=O)(=O)c2ccc3c(c2)CCO3)CC4)CC1,2.5
CHEMBL148323,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(OC4CCNCC4)cc3)cc2C1,6000.0
CHEMBL344281,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(C)=N)CC2)cc1,400.0
CHEMBL147789,CC1(C)CC(=O)C=C(N2CC[C@H](Oc3ccc(C(Oc4ccc5c(c4)CN(C(=N)N)CC5)C(=O)O)cc3)C2)C1,10000.0
CHEMBL357832,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCOCC2)cc1,3000.0
CHEMBL147631,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(=N)CC)CC2)cc1,80.0
CHEMBL144079,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(O[C@H]2CCNC2)cc1,6000.0
CHEMBL147988,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(O[C@H]4CCN(C(=N)N)C4)cc3)cc2C1,1000.0
CHEMBL147707,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(OC4CCOCC4)cc3)cc2C1,12000.0
CHEMBL356973,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(O[C@H]2CCN(C3=CC(=O)CC(C)(C)C3)C2)cc1,10000.0
CHEMBL358566,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(C)=O)CC2)cc1,10000.0
CHEMBL148972,CC(=O)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)O)cc2)CC1,5000.0
CHEMBL146097,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(O[C@H]2CCN(C(C)=N)C2)cc1,2000.0
CHEMBL144637,C=CCOC(=O)N1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,9000.0
CHEMBL146940,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(=N)N)CC2)cc1,200.0
CHEMBL342568,C=CCN1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)OCC)cc2)C1,10000.0
CHEMBL147436,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCNCC2)cc1,3000.0
CHEMBL144707,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(OC2CCN(C(=N)c3ccc(OC)cc3)CC2)cc1,200.0
CHEMBL418849,COc1ccc(C(=N)N2CCC(Oc3ccc(C(Oc4ccc5c(c4)CN(C(=N)N)CC5)C(=O)O)cc3)CC2)cc1,200.0
CHEMBL539053,CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1.Cl,2000.0
CHEMBL148357,N=C(N)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)O)cc2)CC1,200.0
CHEMBL344309,CCOC(=O)C(Oc1ccc2c(c1)CN(C(=N)N)CC2)c1ccc(O[C@H]2CCN(C(=N)N)C2)cc1,2000.0
CHEMBL439982,CC(=N)N1CC[C@H](Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)O)cc2)C1,10000.0
CHEMBL344305,CC(=N)N1CCC(Oc2ccc(C(Oc3ccc4c(c3)CN(C(=N)N)CC4)C(=O)O)cc2)CC1,2000.0
CHEMBL148343,N=C(N)N1CCc2ccc(OC(C(=O)O)c3ccc(O[C@H]4CCNC4)cc3)cc2C1,10000.0
CHEMBL361520,CCC(C(=O)Nc1ccc(-n2cnc3ccccc32)cc1)c1csc2ccc(C(=N)N)cc12.O=C(O)C(F)(F)F,270.0
CHEMBL185330,N=C(N)c1ccc2scc(C3(C(=O)Nc4ccc(-n5cnc6ccccc65)cc4)CC3)c2c1.O=C(O)C(F)(F)F,60.0
CHEMBL184896,N=C(N)c1ccc2scc(C(CC(=O)Nc3ccc(-n4cnc5ccccc54)cc3)Cc3ccccc3)c2c1.O=C(O)C(F)(F)F,4200.0
CHEMBL363310,N=C(N)c1ccc2scc(C(Cc3ccccc3)C(=O)Nc3ccc(-n4cnc(-c5ccccc5)c4)cc3)c2c1.O=C(O)C(F)(F)F,4200.0
CHEMBL361607,N=C(N)c1ccc2[nH]cc(C(Cc3ccccc3)C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)c2c1,150.0
CHEMBL183384,N=C(N)c1ccc2scc(C(Cc3ccccc3)C(=O)Nc3ccc(-n4cnc5ccccc54)cc3)c2c1.O=C(O)C(F)(F)F,1020.0
CHEMBL360894,N=C(N)c1ccc2[nH]cc(C(Cc3ccccc3)C(=O)Nc3ccc(-n4cnc5ccccc54)cc3F)c2c1.O=C(O)C(F)(F)F,340.0
CHEMBL360550,N=C(N)c1ccc2scc(C(Cc3ccc(N)cc3)C(=O)Nc3ccc(-n4cnc5ccccc54)cc3)c2c1.O=C(O)C(F)(F)F,4200.0
CHEMBL362184,N=C(N)c1ccc2[nH]cc(C(Cc3ccc(N)cc3)C(=O)Nc3ccc(-n4cnc5ccccc54)cc3)c2c1.O=C(O)C(F)(F)F,4200.0
